,delivery_partner,vehicle_type,delivery_mode,distance_km,package_weight_kg,delivery_cost
3661,fedex,truck,express,134.4,40.43,99415.03809259013
3662,ecom express,bike,express,20.1,17.47,10107.972157202092
3663,ecom express,ev bike,standard,236.9,45.09,7726.058753414353
3664,fedex,van,standard,134.0,34.12,18665.350612401442
3665,fedex,bike,standard,282.3,4.43,5366.785831769546
3666,shadowfax,ev van,express,68.4,49.23,24519.327294973562
3667,blue dart,bike,standard,57.7,14.02,3131.3689428041585
3668,dhl,scooter,express,3.6,35.25,6613.226078343693
3669,blue dart,scooter,express,207.2,39.8,27580.55898221083
3670,blue dart,ev bike,standard,162.0,18.85,2991.374053689068
3671,delhivery,bike,standard,85.7,44.31,5349.539076172042
3672,shadowfax,van,standard,99.9,40.53,11792.424524060209
3673,delhivery,van,express,91.6,38.55,70797.7861335411
3674,shadowfax,van,express,115.7,44.23,51798.28586331681
3675,dhl,ev van,express,92.7,17.45,27487.772941204574
3676,dhl,scooter,express,131.5,36.53,13492.347451774405
3677,xpressbees,van,express,254.0,24.63,139606.7853157771
3678,fedex,van,standard,159.7,34.66,20418.387052317714
3679,xpressbees,van,standard,233.2,36.96,49757.07527233832
3680,xpressbees,ev van,express,172.2,31.8,72161.76999371477
3681,delhivery,scooter,standard,83.7,42.34,4237.336094145407
3682,blue dart,bike,standard,290.8,12.21,9077.717286176932
3683,shadowfax,van,standard,56.0,1.64,3312.293783170645
3684,ecom express,bike,standard,285.0,33.17,15927.433472415141
3685,blue dart,ev bike,standard,280.9,3.46,4795.604457300321
3686,delhivery,ev van,standard,56.1,12.89,5845.275418221052
3687,ecom express,ev bike,standard,49.5,8.86,1518.900414224216
3688,ecom express,ev bike,standard,88.5,17.45,2941.633143068091
3689,blue dart,van,express,182.6,49.49,132102.3842097873
3690,dhl,ev bike,express,129.5,34.67,9403.563851614324
3691,shadowfax,van,standard,255.5,2.0,13842.514115334629
3692,blue dart,ev van,standard,294.2,48.76,31591.75842260894
3693,ekart,scooter,express,133.6,47.82,5554.722441421096
3694,dhl,bike,express,5.3,35.77,8794.710426654314
3695,shadowfax,ev van,express,293.1,39.09,50879.75927520826
3696,ekart,van,standard,126.9,8.6,5110.194012143378
3697,dhl,scooter,standard,151.2,26.88,3850.762304049058
3698,ekart,ev bike,express,188.4,22.99,3862.8855252418302
3699,xpressbees,van,express,229.1,33.05,140214.95134906867
3700,blue dart,ev bike,standard,144.8,36.76,3746.1555241655733
3701,ekart,van,express,12.6,13.01,5804.864708285591
3702,ekart,ev bike,standard,187.1,14.34,951.8631657910781
3703,ecom express,bike,standard,135.3,43.75,10319.454559307165
3704,ecom express,ev bike,standard,163.0,13.93,3870.1595396815806
3705,fedex,scooter,standard,83.1,17.82,1794.156391413754
3706,blue dart,van,express,3.6,35.4,45039.882454873914
3707,xpressbees,ev van,express,40.3,35.88,45959.30429961291
3708,fedex,van,standard,174.8,19.06,16679.756675448494
3709,amazon logistics,bike,standard,194.0,48.64,4885.328186887888
3710,dhl,van,standard,38.2,17.54,7835.315348046841
3711,ecom express,scooter,standard,131.7,13.26,4685.192198887875
3712,amazon logistics,van,standard,189.0,4.08,11611.84992284916
3713,ekart,scooter,express,128.4,19.61,3948.0031388007565
3714,xpressbees,truck,standard,209.9,31.3,58686.73764320976
3715,ekart,scooter,standard,280.3,4.66,1955.0434621988084
3716,dhl,van,standard,98.6,0.67,9453.590582603034
3717,ekart,ev van,standard,238.1,19.63,5841.3125286833765
3718,xpressbees,truck,standard,72.0,24.47,31617.233000759585
3719,ekart,ev bike,standard,173.8,13.74,838.7886698073913
3720,shadowfax,ev bike,standard,262.5,3.87,1785.6896026509316
3721,shadowfax,ev van,standard,263.5,36.26,14389.620175099815
3722,xpressbees,ev van,express,125.6,16.79,47336.6180681638
3723,ecom express,ev van,standard,247.8,11.63,29198.937881018515
3724,delhivery,van,express,142.0,19.76,75670.4139197738
3725,ecom express,truck,standard,194.5,20.19,60871.60387652368
3726,delhivery,ev bike,express,160.0,16.68,10550.972401461366
3727,fedex,truck,express,168.5,37.52,112753.34911597465
3728,dhl,bike,standard,21.2,35.6,2766.4366665530824
3729,shadowfax,truck,standard,254.6,1.99,24496.145896145666
3730,xpressbees,scooter,standard,93.1,17.68,3608.4787064175225
3731,amazon logistics,ev bike,express,33.2,28.61,3510.215315513902
3732,dhl,ev van,standard,109.0,41.71,12922.590739275409
3733,ecom express,ev bike,standard,25.2,16.01,1365.1985552398003
3734,ekart,truck,express,9.1,1.58,2551.8802929287276
3735,blue dart,truck,standard,112.9,42.36,44119.13374824919
3736,dhl,truck,standard,149.8,35.85,34665.93585814315
3737,fedex,van,express,270.4,28.22,89672.54074007257
3738,xpressbees,scooter,express,116.9,29.43,19337.78719121526
3739,amazon logistics,ev bike,express,242.6,37.73,9282.551416769482
3740,ekart,van,standard,187.4,26.47,9520.775816774349
3741,ekart,bike,express,139.9,31.02,6980.51569270048
3742,ecom express,ev bike,express,15.2,49.52,10762.80632052046
3743,dhl,truck,standard,255.8,11.29,37287.37997759071
3744,ekart,truck,standard,185.6,31.7,13069.118257018068
3745,ecom express,truck,standard,65.9,39.43,40957.87484680573
3746,fedex,bike,standard,83.9,7.55,1910.515174403061
3747,ecom express,truck,express,223.6,46.06,294145.5070371732
3748,ecom express,truck,express,245.4,14.74,242994.81716862138
3749,ecom express,truck,standard,218.2,38.54,76092.08280220021
3750,shadowfax,bike,express,63.2,31.29,8589.52732570772
3751,amazon logistics,ev bike,express,22.9,27.57,3165.6740037445215
3752,ecom express,truck,standard,131.8,46.37,65445.927134815036
3753,ekart,ev bike,standard,162.3,21.43,937.3666094550443
3754,delhivery,truck,standard,162.6,23.18,40067.35496397422
3755,ekart,scooter,standard,165.8,26.67,1559.6100285176694
3756,shadowfax,ev bike,express,213.1,44.97,8899.596363406625
3757,fedex,van,express,170.8,49.18,74760.80617185221
3758,delhivery,van,express,71.8,47.51,80048.69422785085
3759,shadowfax,bike,standard,12.8,42.48,1826.0959306563816
3760,blue dart,bike,standard,144.5,24.21,5915.901015883637
3761,fedex,bike,standard,57.6,14.28,1660.638265577568
3762,shadowfax,van,standard,123.3,47.36,14444.232294362511
3763,shadowfax,scooter,express,69.4,7.58,3700.2449335227484
3764,dhl,scooter,standard,145.4,2.06,2425.155284928558
3765,dhl,ev bike,express,70.9,26.67,5758.071127002907
3766,xpressbees,ev bike,express,91.0,30.18,11691.405805290822
3767,xpressbees,ev bike,express,57.9,34.08,9725.38054561058
3768,amazon logistics,ev bike,standard,179.0,20.54,1716.4543566319473
3769,dhl,scooter,express,205.5,41.71,18516.25672724526
3770,dhl,truck,standard,162.1,34.05,34951.81489746309
3771,ekart,ev van,standard,297.1,42.32,8077.3187978086
3772,fedex,scooter,standard,128.4,43.03,3762.997200024828
3773,blue dart,van,standard,56.0,44.42,23898.183069491657
3774,dhl,truck,express,247.7,29.77,169955.78255706606
3775,blue dart,ev bike,express,136.7,5.12,7391.399094365364
3776,fedex,bike,standard,114.6,10.62,2646.6460708697773
3777,amazon logistics,van,standard,161.9,9.56,11058.647274882738
3778,ecom express,scooter,standard,41.4,24.46,3499.8258564228754
3779,fedex,ev bike,express,273.8,8.25,9959.692295177249
3780,delhivery,scooter,express,246.9,15.67,20112.836853343106
3781,ekart,van,express,278.5,11.38,34807.644793675245
3782,delhivery,van,standard,143.1,39.35,30311.845216240457
3783,xpressbees,bike,standard,100.1,33.77,6804.712429170457
3784,ecom express,ev bike,express,43.0,41.06,10527.822600116468
3785,fedex,scooter,standard,199.8,0.89,2646.4616796641176
3786,blue dart,van,standard,71.4,35.12,20850.896861669215
3787,delhivery,ev bike,express,91.8,0.76,4255.208870966281
3788,ecom express,ev bike,standard,5.4,18.77,1295.9456922627912
3789,ekart,ev van,express,288.6,0.67,19643.10021279867
3790,blue dart,bike,express,253.1,38.79,35269.43754388664
3791,blue dart,truck,standard,215.0,12.03,43776.64358942034
3792,ekart,scooter,standard,227.3,29.61,2121.4769324667136
3793,shadowfax,ev bike,express,249.6,3.38,6766.173182157761
3794,ecom express,van,standard,67.1,0.92,11573.382597520751
3795,ekart,bike,standard,140.8,47.05,2462.1726688802
3796,xpressbees,ev van,express,132.0,45.96,73836.21313697164
3797,delhivery,ev bike,standard,14.0,12.32,707.0687141944516
3798,delhivery,scooter,express,184.4,47.75,21922.503417986754
3799,delhivery,ev van,standard,39.8,5.4,3832.612313753138
3800,ecom express,van,standard,171.8,9.36,27836.147351988697
3801,shadowfax,van,standard,224.9,22.68,17923.022151640947
3802,amazon logistics,scooter,standard,31.2,31.89,1622.0048325976957
3803,delhivery,van,standard,53.0,17.89,10730.455720535892
3804,delhivery,ev van,express,261.4,22.32,75147.62369312132
3805,amazon logistics,bike,express,218.1,6.06,11931.435720657382
3806,delhivery,truck,standard,235.2,47.95,60063.56149585371
3807,blue dart,scooter,express,47.3,6.68,5289.094135165363
3808,fedex,bike,standard,205.9,3.42,4173.7203888728845
3809,shadowfax,bike,express,42.1,7.61,3546.95957652079
3810,ekart,scooter,express,125.6,11.05,3668.2232750541543
3811,fedex,ev bike,standard,13.4,5.03,276.88630452112824
3812,xpressbees,ev bike,standard,98.9,14.45,2394.319594675062
3813,dhl,ev bike,express,290.4,2.9,12917.486129737403
3814,dhl,bike,standard,209.0,10.36,5312.219831694615
3815,delhivery,bike,standard,12.2,10.81,1084.981979783296
3816,fedex,ev van,express,230.4,0.73,37314.12813926797
3817,amazon logistics,ev van,express,117.3,4.66,19190.399482747805
3818,shadowfax,ev bike,standard,88.0,34.11,1341.5394634359977
3819,ecom express,ev van,express,58.4,38.76,64342.3181860688
3820,blue dart,ev bike,standard,126.9,11.75,2331.092437328868
3821,delhivery,truck,standard,78.3,35.39,31927.27271842515
3822,fedex,van,standard,275.9,20.48,23516.48709696949
3823,blue dart,ev van,standard,210.6,17.1,21436.322110830377
3824,shadowfax,ev bike,express,273.9,35.0,8616.660242447799
3825,ecom express,ev van,standard,11.5,41.13,11992.99571220486
3826,dhl,scooter,standard,13.7,29.61,1792.7318939427198
3827,fedex,scooter,standard,188.7,25.83,3565.9182232052967
3828,xpressbees,truck,express,185.1,23.29,174049.24516870096
3829,blue dart,ev van,standard,215.8,15.68,21286.49808963113
3830,ecom express,truck,standard,170.3,39.7,63082.78892722304
3831,blue dart,van,standard,11.5,37.75,15379.259952670505
3832,amazon logistics,bike,standard,206.8,38.66,5238.153691101394
3833,shadowfax,bike,standard,249.0,43.88,5554.452530155701
3834,blue dart,scooter,standard,210.8,45.99,7124.008035355726
3835,xpressbees,scooter,standard,246.4,45.55,9541.01337038573
3836,blue dart,ev bike,express,133.6,36.23,12004.727742524625
3837,shadowfax,ev bike,standard,32.1,18.17,586.2633359375556
3838,ecom express,van,standard,269.4,35.21,60348.8690582053
3839,ecom express,ev van,standard,229.6,45.6,33130.873941823746
3840,amazon logistics,van,standard,161.6,7.98,12669.476148041127
3841,fedex,van,express,43.3,4.6,13471.548456112281
3842,shadowfax,truck,standard,51.8,31.71,13591.878096516846
3843,ekart,truck,standard,58.8,27.13,7370.905443491029
3844,ecom express,scooter,express,47.0,13.95,8630.349440588274
3845,fedex,scooter,standard,246.3,17.84,4222.286924423151
3846,xpressbees,ev bike,express,134.4,11.54,9675.750138297108
3847,dhl,ev van,standard,88.0,34.15,9830.032181472436
3848,xpressbees,van,express,101.4,38.43,100701.6227251246
3849,ekart,bike,express,81.2,10.29,3541.8538752571785
3850,xpressbees,ev van,express,159.6,21.6,62503.250507028766
3851,delhivery,truck,express,134.6,6.93,78526.46275542025
3852,delhivery,van,standard,269.8,2.97,28337.243227073446
3853,dhl,truck,express,53.0,3.18,29592.6182828032
3854,fedex,ev bike,standard,257.1,20.26,2817.3311956598773
3855,xpressbees,bike,express,94.6,40.28,26659.770328523253
3856,dhl,van,express,293.1,17.09,120525.98349424964
3857,delhivery,ev van,express,207.5,34.51,71687.80088191752
3858,ekart,scooter,standard,278.2,28.12,2366.6727071588602
3859,dhl,ev van,standard,270.6,20.35,18923.558173002915
3860,fedex,scooter,standard,146.9,8.61,2182.2820941742907
3861,shadowfax,van,express,129.2,9.24,34081.01602586815
3862,ekart,bike,standard,53.1,32.36,1214.117139405172
3863,shadowfax,ev bike,express,104.6,16.47,4165.68212501746
3864,shadowfax,scooter,standard,91.5,34.57,1911.3970116078397
3865,xpressbees,ev van,standard,105.3,30.42,16260.609544556104
3866,fedex,bike,express,54.3,33.62,10581.696362682398
3867,amazon logistics,bike,express,64.1,34.32,8687.28277514486
3868,blue dart,van,express,242.9,22.41,120648.29277343945
3869,xpressbees,bike,express,238.3,20.51,34299.5957892887
3870,delhivery,scooter,standard,258.6,32.28,6805.719912562578
3871,delhivery,ev bike,express,54.8,47.24,9332.584406307224
3872,amazon logistics,truck,express,285.8,29.81,115870.80009982784
3873,fedex,truck,standard,75.8,42.95,23273.128794947836
3874,shadowfax,bike,standard,59.0,11.34,1217.7525157225775
3875,shadowfax,ev bike,express,40.6,4.36,1363.458628322039
3876,xpressbees,bike,express,41.8,31.34,16595.563916688276
3877,ekart,truck,express,82.4,18.77,26849.26574594546
3878,blue dart,ev bike,express,294.2,32.18,20989.204477497897
3879,delhivery,ev bike,standard,216.4,7.23,3333.057994821911
3880,amazon logistics,van,express,160.6,20.11,51733.02474286677
3881,ekart,bike,standard,104.9,44.07,2112.1481152742244
3882,shadowfax,ev bike,standard,177.5,14.34,1480.6530415210784
3883,fedex,scooter,express,141.5,48.48,14036.094969254997
3884,blue dart,van,express,268.4,29.0,137885.14163309577
3885,dhl,scooter,express,81.7,39.06,10946.775020606638
3886,delhivery,bike,standard,57.7,17.68,2818.3416322215767
3887,blue dart,van,express,83.4,23.15,67855.01414641987
3888,blue dart,truck,standard,224.8,21.3,50348.55284781787
3889,amazon logistics,ev bike,express,166.8,37.61,7520.879532887894
3890,shadowfax,ev bike,express,217.2,7.9,6072.015360728313
3891,ecom express,ev bike,standard,148.2,24.12,3994.734593294261
3892,dhl,ev bike,express,122.6,2.36,5138.938503824854
3893,blue dart,van,express,77.1,38.07,72804.45497408322
3894,shadowfax,van,standard,242.0,2.5,14762.790446448847
3895,ecom express,truck,standard,106.9,21.6,39819.51576179815
3896,fedex,van,express,13.3,16.21,14531.629414301473
3897,delhivery,scooter,express,90.2,16.73,8955.697443979067
3898,ekart,bike,standard,47.8,6.01,590.4301485326064
3899,ecom express,van,standard,168.0,37.23,40071.8226775813
3900,fedex,van,express,150.4,11.52,45206.32853812286
3901,ecom express,ev van,standard,144.4,25.16,21818.272895147016
3902,fedex,ev bike,standard,76.1,45.53,1851.1102838874813
3903,delhivery,scooter,standard,31.5,27.42,2191.575849556255
3904,amazon logistics,bike,express,37.0,26.9,6867.511749429268
3905,xpressbees,ev bike,standard,107.3,7.31,2168.6213864379097
3906,xpressbees,van,standard,188.6,34.16,39572.39992297351
3907,ecom express,bike,express,6.1,15.38,6349.606837971201
3908,blue dart,ev bike,express,3.6,21.83,3739.512444886932
3909,ecom express,van,express,40.1,21.85,53597.771956445926
3910,ekart,scooter,express,152.6,12.28,4130.543896631283
3911,ecom express,truck,express,100.6,3.07,82968.78762058771
3912,blue dart,ev bike,express,133.6,32.52,12399.061578405155
3913,fedex,ev bike,express,92.6,42.26,7433.637717072057
3914,amazon logistics,scooter,standard,206.3,5.27,2381.6544662328556
3915,delhivery,truck,standard,91.7,18.09,24998.444199078862
3916,delhivery,van,standard,62.5,17.62,11794.862861106907
3917,amazon logistics,ev van,standard,229.3,4.25,9967.136541087277
3918,delhivery,scooter,express,289.6,15.51,24056.25351636621
3919,shadowfax,ev bike,express,168.9,21.66,6329.931209352848
3920,ecom express,van,standard,18.2,41.08,22031.546881684193
3921,shadowfax,truck,standard,240.7,2.44,19354.46778056541
3922,fedex,truck,express,129.2,23.56,82527.0011834455
3923,dhl,van,standard,208.1,18.93,25014.64461665253
3924,shadowfax,scooter,standard,175.4,48.34,3642.683006042756
3925,shadowfax,van,standard,150.7,48.23,16269.3303269042
3926,fedex,truck,standard,111.0,47.29,24674.578948690294
3927,blue dart,truck,standard,63.1,17.44,20019.783392341236
3928,shadowfax,truck,standard,116.2,13.7,13166.315385123195
3929,xpressbees,truck,standard,49.2,6.13,12732.695077990289
3930,xpressbees,bike,standard,201.9,44.96,12420.445418100931
3931,delhivery,van,standard,27.3,14.56,7310.577188138927
3932,xpressbees,scooter,express,214.9,35.76,30791.23378944922
3933,xpressbees,van,express,239.7,10.52,138240.20282645625
3934,blue dart,van,standard,184.7,12.52,24846.926928780453
3935,amazon logistics,scooter,standard,247.3,31.62,3628.5364657726877
3936,fedex,ev van,express,103.9,32.21,32283.117032090482
3937,fedex,bike,standard,150.4,15.83,3306.3613727390566
3938,xpressbees,truck,standard,151.3,21.69,40355.1826178005
3939,fedex,van,standard,191.5,23.55,18537.112204881254
3940,fedex,ev bike,standard,141.6,49.52,2436.2037023672906
3941,ekart,ev bike,express,18.8,32.45,1805.7627556669654
3942,ecom express,truck,express,155.0,16.1,170970.27372254748
3943,ecom express,ev bike,standard,9.2,7.19,570.9093996823826
3944,blue dart,scooter,standard,131.5,45.13,6074.767855475878
3945,xpressbees,ev van,standard,10.7,9.79,3143.630172011807
3946,delhivery,bike,standard,145.0,49.52,8279.754142321888
3947,dhl,ev bike,express,112.1,15.52,6160.2790502175485
3948,ecom express,bike,express,153.3,21.41,29670.636975546313
3949,blue dart,scooter,express,159.6,31.13,20546.990739792418
3950,dhl,ev bike,standard,238.3,28.7,3533.4116891108424
3951,blue dart,ev bike,express,282.8,5.18,16825.14799747329
3952,xpressbees,truck,express,74.9,11.11,70792.92355793454
3953,fedex,ev bike,express,273.8,40.29,11987.169084026691
3954,shadowfax,scooter,standard,113.4,28.06,1999.9205137741762
3955,ecom express,truck,standard,50.1,49.52,45180.72627218938
3956,fedex,scooter,express,181.0,40.03,15148.881059130337
3957,xpressbees,van,express,118.2,48.01,124127.42202131718
3958,delhivery,van,standard,96.8,29.2,18379.425240055414
3959,blue dart,truck,express,187.5,19.86,166271.92923624426
